OTU_SEQID,BLAST_SPECIES,BLAST_NCBI_TAXID,BLAST_IDENTITY,IS_PREDATOR,SAP_SPECIES,SAP_NCBI_TAXID,SpeciesLevel,SpeciesCount,SpeciesProbMax,SpeciesProbMin,HomologuesToAnalyzeCount,HomologuesSuspiciousRecordsCount,HomologueCount,DatabaseNotExhausted,IS_MATCH
MISEQ01:3:000000000-ALULJ:1:1110:12388:22064_CONS_SUB_SUB,Speocarcinus lobatus,576842,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:1110:14797:27654_CONS_SUB_SUB,Citharichthys cornutus,1282419,99.35,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:1110:19230:4617_CONS_SUB_SUB,Homo sapiens,9606,97.96,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:1110:26150:23667_CONS_SUB_SUB,Liposcelis paeta,209927,100,FALSE,,6656,False,2,0.43,0.278,2,1,6,True,FALSE
MISEQ01:3:000000000-ALULJ:1:1110:26371:17360_CONS_SUB_SUB,Ariomma bondi,490246,99.36,FALSE,Ariomma bondi,490246,True,1,1,1,1,0,50,False,TRUE
MISEQ01:3:000000000-ALULJ:1:1110:7408:5658_CONS_SUB_SUB,Achelous spinimanus,372817,99.36,FALSE,,600334,True,2,0.993,0.004,2,0,11,False,FALSE
MISEQ01:3:000000000-ALULJ:1:1111:12339:21371_CONS_SUB_SUB_CMP,Diphyes dispar,316177,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:1111:4491:23529_CONS_SUB_SUB_CMP,Psychoda trinodulosa,1415337,98.4,FALSE,,7197,False,2,0.857,0.068,4,2,50,False,FALSE
MISEQ01:3:000000000-ALULJ:1:1111:8543:13134_CONS_SUB_SUB,Lagodon rhomboides,50351,100,FALSE,Lagodon rhomboides,50351,True,1,0.99,0.99,1,0,46,False,TRUE
MISEQ01:3:000000000-ALULJ:1:1112:13434:18551_CONS_SUB_SUB,Tenuicylindrus sp. LG-2015,1602337,98.6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:1112:19338:11134_CONS_SUB_SUB,Thysanopoda tricuspidata,169012,97.43,FALSE,,6656,False,1,0.214,0.214,2,0,6,False,FALSE
MISEQ01:3:000000000-ALULJ:1:1112:5836:15252_CONS_SUB_SUB_CMP,Fusarium babinda,48486,99.36,FALSE,,5506,False,4,0.163,0.134,26,0,50,False,FALSE
MISEQ01:3:000000000-ALULJ:1:1113:21956:7457_CONS_SUB_SUB,Cavolinia uncinata,723186,99.68,FALSE,,356470,False,3,0.725,0.005,2,0,6,False,FALSE
MISEQ01:3:000000000-ALULJ:1:1113:4221:11403_CONS_SUB_SUB,Cladosporium tenuissimum,70808,98.71,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:1113:7580:7779_CONS_SUB_SUB,Hepatus pudibundus,1531956,98.72,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:1114:17070:5246_CONS_SUB_SUB_CMP,Etropus crossotus,253860,99.68,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:1114:19470:13891_CONS_SUB_SUB,Glyptoplax smithii,576830,97.61,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:1114:19896:4960_CONS_SUB_SUB_CMP,NA,NA,NA,NA,,181411,True,1,1,1,1,0,6,False,NA
MISEQ01:3:000000000-ALULJ:1:1114:25651:20286_CONS_SUB_SUB_CMP,Callinectes similis,53942,99.67,FALSE,,6762,False,2,0.504,0.371,2,0,12,False,FALSE
MISEQ01:3:000000000-ALULJ:1:2101:16028:22992_CONS_SUB_SUB,Palaemonidae sp. BOLD:ACQ7879,1629301,98.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:2101:7489:16295_CONS_SUB_SUB_CMP,Homo sapiens,9606,100,FALSE,Homo sapiens,9606,True,1,1,1,1,0,6,False,TRUE
MISEQ01:3:000000000-ALULJ:1:2102:13851:23625_CONS_SUB_SUB,Rhodotorula taiwanensis,1246992,97.44,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:2103:24068:15434_CONS_SUB_SUB,NA,NA,NA,NA,,551290,False,4,0.272,0.02,3,3,6,False,NA
MISEQ01:3:000000000-ALULJ:1:2104:16882:26552_CONS_SUB_SUB,Brevoortia tyrannus,224708,99.36,FALSE,,7711,False,3,0.758,0.003,4,1,9,False,FALSE
MISEQ01:3:000000000-ALULJ:1:2104:18376:12255_CONS_SUB_SUB,Calamus proridens,1469963,100,TRUE,,7711,False,1,0.931,0.931,8,1,50,True,FALSE
MISEQ01:3:000000000-ALULJ:1:2104:21764:11641_CONS_SUB_SUB_CMP,Persephona mediterranea,1240050,98.97,FALSE,Persephona mediterranea,1240050,True,1,0.998,0.998,1,0,18,False,TRUE
MISEQ01:3:000000000-ALULJ:1:2104:5565:7163_CONS_SUB_SUB,Temora turbinata,749012,99.68,FALSE,,6833,False,2,0.133,0.131,2,2,6,False,FALSE
MISEQ01:3:000000000-ALULJ:1:2105:11385:17462_CONS_SUB_SUB,Parapenaeus politus,290893,100,FALSE,Parapenaeus longirostris,445224,True,2,0.996,0.002,1,0,15,False,FALSE
MISEQ01:3:000000000-ALULJ:1:2105:12645:20335_CONS_SUB_SUB,Symphurus civitatium,722569,98.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:2105:13021:13000_CONS_SUB_SUB,Canis lupus,9615,100,FALSE,,9608,False,7,1,0.001,6,1,11,True,FALSE
MISEQ01:3:000000000-ALULJ:1:2105:20206:4691_CONS_SUB_SUB,Portunus gibbesii,372818,99.68,FALSE,,600334,False,3,0.542,0.003,2,0,18,False,FALSE
MISEQ01:3:000000000-ALULJ:1:2106:13017:5064_CONS_SUB_SUB,Sparisoma aurofrenatum,59663,100,FALSE,,7711,False,4,0.157,0.136,4,2,35,False,FALSE
MISEQ01:3:000000000-ALULJ:1:2106:25814:8421_CONS_SUB_SUB,NA,NA,NA,NA,,7711,False,1,1,1,1,0,13,False,NA
MISEQ01:3:000000000-ALULJ:1:2106:9298:19358_CONS_SUB_SUB,Prionotus alatus,1459834,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:2107:11552:27114_CONS_SUB_SUB,Mugil curema,48194,100,FALSE,,8189,False,5,0.155,0.014,7,0,16,False,FALSE
MISEQ01:3:000000000-ALULJ:1:2107:15681:25912_CONS_SUB_SUB_CMP,Homo sapiens,9606,100,FALSE,Homo sapiens,9606,True,1,1,1,1,0,6,False,TRUE
MISEQ01:3:000000000-ALULJ:1:2107:15932:26489_CONS_SUB_SUB,Homo sapiens,9606,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:2107:17410:25241_CONS_SUB_SUB,NA,NA,NA,NA,,7711,False,6,0.193,0.001,10,0,50,True,NA
MISEQ01:3:000000000-ALULJ:1:2107:19229:5176_CONS_SUB_SUB,Persephona crinita,1240053,99.66,FALSE,Persephona crinita,1240053,True,1,0.986,0.986,1,0,12,False,TRUE
MISEQ01:3:000000000-ALULJ:1:2108:11594:6122_CONS_SUB_SUB,NA,NA,NA,NA,Latreutes parvulus,1837157,True,1,1,1,1,0,14,False,NA
MISEQ01:3:000000000-ALULJ:1:2108:22359:16337_CONS_SUB_SUB_CMP,Clausocalanus furcatus,149001,99.68,FALSE,Clausocalanus furcatus,149001,True,1,1,1,1,0,6,False,TRUE
MISEQ01:3:000000000-ALULJ:1:2110:15673:1948_CONS_SUB_SUB,Selene setapinnis,179369,100,TRUE,Selene setapinnis,179369,True,2,0.961,0.019,2,0,15,False,TRUE
MISEQ01:3:000000000-ALULJ:1:2110:16549:22601_CONS_SUB_SUB_CMP,Trichoderma gamsii,398673,98.08,FALSE,,5543,False,2,0.633,0.164,5,1,39,False,FALSE
MISEQ01:3:000000000-ALULJ:1:2110:20601:6944_CONS_SUB_SUB,Lagodon rhomboides,50351,99.63,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:2110:24613:24011_CONS_SUB_SUB_CMP,NA,NA,NA,NA,,4890,False,6,0.161,0.001,19,4,49,False,NA
MISEQ01:3:000000000-ALULJ:1:2111:16066:14006_CONS_SUB_SUB,Saurida brasiliensis,1226401,98.02,FALSE,,186623,False,3,0.448,0.025,1,0,42,True,FALSE
MISEQ01:3:000000000-ALULJ:1:2111:21770:24087_CONS_SUB_SUB,Bolinichthys supralateralis,473300,99.04,FALSE,,123244,False,3,0.456,0.017,3,0,7,False,FALSE
MISEQ01:3:000000000-ALULJ:1:2111:23170:24601_CONS_SUB_SUB,Saurida brasiliensis,1226401,100,FALSE,,81390,False,3,0.854,0.005,3,0,27,True,FALSE
MISEQ01:3:000000000-ALULJ:1:2112:12090:17733_CONS_SUB_SUB,NA,NA,NA,NA,Scomberomorus cavalla,13679,True,2,1,0.972,1,0,48,False,NA
MISEQ01:3:000000000-ALULJ:1:2112:12560:8118_CONS_SUB_SUB_CMP,NA,NA,NA,NA,,186623,False,1,0.932,0.932,1,0,32,False,NA
MISEQ01:3:000000000-ALULJ:1:2113:14233:14277_CONS_SUB_SUB,Prionotus rubio,1412989,99.36,FALSE,,320587,False,2,0.782,0.045,1,0,6,False,FALSE
MISEQ01:3:000000000-ALULJ:1:2113:20408:5149_CONS_SUB_SUB,NA,NA,NA,NA,,551290,False,1,0.752,0.752,2,0,6,False,NA
MISEQ01:3:000000000-ALULJ:1:2114:11889:17236_CONS_SUB_SUB_CMP,Eucratodes agassizii,576822,98.81,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISEQ01:3:000000000-ALULJ:1:2114:16705:7300_CONS_SUB_SUB,Oncaea waldemari,557829,97.73,FALSE,Oncaea waldemari,557829,True,1,1,1,1,0,6,False,TRUE
